date,archetype
2019-10-20,Urza decks
2019-10-20,Urza decks
2019-10-20,Urza decks
2019-10-20,Urza decks
2019-10-20,UrzaTron decks
2019-10-20,UrzaTron decks
2019-10-20,UrzaTron decks
2019-10-20,UrzaTron decks
2019-10-20,UrzaTron decks
2019-10-20,UW Control decks
2019-10-20,UWx Midrange decks
2019-10-20,Valakut decks
2019-10-20,Valakut decks
2019-10-20,Zoo decks
2019-10-21,Adventure decks
2019-10-21,Amulet Titan decks
2019-10-21,Bant Control decks
2019-10-21,Death's Shadow decks
2019-10-21,Dredge decks
2019-10-21,Eldrazi Aggro decks
2019-10-21,Eldrazi Aggro decks
2019-10-21,Golgari Aggro decks
2019-10-21,Izzet Control decks
2019-10-21,Jund Aggro decks
2019-10-21,Jund decks
2019-10-21,Mono Black Aggro decks
2019-10-21,Red Deck Wins decks
2019-10-21,Red Deck Wins decks
2019-10-21,Temur Aggro decks
2019-10-21,Urza decks
2019-10-22,Bant Control decks
2019-10-22,Creatures Toolbox decks
2019-10-22,Creatures Toolbox decks
2019-10-22,Dark Depths decks
2019-10-22,Dredge decks
2019-10-22,Elves decks
2019-10-22,Fires of Invention decks
2019-10-22,Fires of Invention decks
2019-10-22,Fires of Invention decks
2019-10-22,Grixis Control decks
2019-10-22,Gruul Utopia decks
2019-10-22,Humans decks
2019-10-22,Mono Blue Aggro decks
2019-10-22,Painter decks
2019-10-22,Reanimator decks
2019-10-22,Red Deck Wins decks
2019-10-22,Show and Tell decks
2019-10-22,Simic Aggro decks
2019-10-22,Simic Aggro decks
2019-10-22,Temur Aggro decks
2019-10-22,Urza decks
2019-10-22,UWx Control decks
2019-10-23,Bant Aggro decks
2019-10-23,Bant Control decks
2019-10-23,Fires of Invention decks
2019-10-23,Fires of Invention decks
2019-10-23,Golgari Aggro decks
2019-10-23,Rakdos Aggro decks
2019-10-23,Red Deck Wins decks
2019-10-23,Temur Aggro decks
2019-10-24,Adventure decks
2019-10-24,Bant Aggro decks
2019-10-24,Fires of Invention decks
2019-10-24,Fires of Invention decks
2019-10-24,Grixis Aggro decks
2019-10-24,Red Deck Wins decks
2019-10-24,Simic Aggro decks
2019-10-24,Sultai Control decks
2019-10-25,BUG Control decks
2019-10-25,Creatures Toolbox decks
2019-10-25,Death's Shadow decks
2019-10-25,Death's Shadow decks
2019-10-25,Esper Control decks
2019-10-25,Fires of Invention decks
2019-10-25,Grixis Control decks
2019-10-25,Instant Reanimator decks
2019-10-25,Living End decks
2019-10-25,Rakdos Aggro decks
2019-10-25,Red Deck Wins decks
2019-10-25,Simic Control decks
2019-10-25,UrzaTron decks
2019-10-25,UW Control decks
2019-10-25,UWx Midrange decks
2019-10-25,UWx Midrange decks
2019-10-26,4c Control decks
2019-10-26,Ad Nauseam decks
2019-10-26,Adventure decks
2019-10-26,Allosaurus Combo decks
2019-10-26,Amulet Titan decks
2019-10-26,Amulet Titan decks
2019-10-26,Amulet Titan decks
2019-10-26,Amulet Titan decks
2019-10-26,Aura Hexproof decks
2019-10-26,Bant Aggro decks
2019-10-26,Bant Aggro decks
2019-10-26,Bant Aggro decks
2019-10-26,Bomberman decks
2019-10-26,Burn decks
2019-10-26,Burn decks
2019-10-26,Canadian Threshold decks
2019-10-26,Canadian Threshold decks
2019-10-26,Cloudpost Ramp decks
2019-10-26,Creatures Toolbox decks
2019-10-26,Creatures Toolbox decks
2019-10-26,Creatures Toolbox decks
2019-10-26,Creatures Toolbox decks
2019-10-26,Creatures Toolbox decks
2019-10-26,Dark Depths decks
2019-10-26,Dark Depths decks
2019-10-26,Dark Depths decks
2019-10-26,Dark Depths decks
2019-10-26,Death's Shadow decks
2019-10-26,Death's Shadow decks
2019-10-26,Death's Shadow decks
2019-10-26,Death's Shadow decks
2019-10-26,Death's Shadow decks
2019-10-26,Death's Shadow decks
2019-10-26,Death's Shadow decks
2019-10-26,Death's Shadow decks
2019-10-26,Delver (Other) decks
2019-10-26,Dragon Stompy decks
2019-10-26,Dredge decks
2019-10-26,Dredge decks
2019-10-26,Dredge decks
2019-10-26,Dredge decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Eldrazi Aggro decks
2019-10-26,Elves decks
2019-10-26,Esper Control decks
2019-10-26,Gruul Aggro decks
2019-10-26,Gruul Utopia decks
2019-10-26,Gruul Utopia decks
2019-10-26,Gruul Utopia decks
2019-10-26,Gruul Utopia decks
2019-10-26,Hatebear decks
2019-10-26,Hatebear decks
2019-10-26,Humans decks
2019-10-26,Humans decks
2019-10-26,Humans decks
2019-10-26,Infect decks
2019-10-26,Jund decks
2019-10-26,Jund decks
2019-10-26,Jund decks
2019-10-26,Jund decks
2019-10-26,Jund decks
2019-10-26,Jund decks
2019-10-26,Jund decks
2019-10-26,Junk decks
2019-10-26,Lands decks
2019-10-26,Loam decks
2019-10-26,Loam decks
2019-10-26,Maverick decks
2019-10-26,Merfolk decks
2019-10-26,Mono Green Aggro decks
2019-10-26,Reanimator decks
2019-10-26,Reanimator decks
2019-10-26,Reanimator decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Red Deck Wins decks
2019-10-26,Show and Tell decks
2019-10-26,Simic Aggro decks
2019-10-26,Simic Aggro decks
2019-10-26,Simic Aggro decks
2019-10-26,Spirit Aggro decks
2019-10-26,Spirit Aggro decks
2019-10-26,Storm decks
2019-10-26,Storm decks
2019-10-26,Sultai Aggro decks
2019-10-26,UB Mill decks
2019-10-26,UR Control decks
2019-10-26,UR Delver decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,Urza decks
2019-10-26,UrzaTron decks
2019-10-26,UrzaTron decks
2019-10-26,UrzaTron decks
2019-10-26,UrzaTron decks
2019-10-26,UW Control decks
2019-10-26,UW Control decks
2019-10-26,UW Control decks
2019-10-26,UW Control decks
2019-10-26,UWx Control decks
2019-10-26,UWx Control decks
2019-10-26,UWx Midrange decks
2019-10-26,UWx Midrange decks
2019-10-26,UWx Midrange decks
2019-10-26,Valakut decks
2019-10-26,Valakut decks
2019-10-26,Zoo decks
2019-10-26,Zoo decks
2019-10-26,Zoo decks
2019-10-27,4/5C Control decks
2019-10-27,Adventure decks
2019-10-27,Adventure decks
2019-10-27,Aluren decks
2019-10-27,Boros Aggro decks
2019-10-27,BUG Control decks
2019-10-27,Burn decks
2019-10-27,Canadian Threshold decks
2019-10-27,Canadian Threshold decks
2019-10-27,Canadian Threshold decks
2019-10-27,Canadian Threshold decks
2019-10-27,Canadian Threshold decks
2019-10-27,Cloudpost Ramp decks
2019-10-27,Cloudpost Ramp decks
2019-10-27,Dark Depths decks
2019-10-27,Dark Depths decks
2019-10-27,Dark Depths decks
2019-10-27,Dark Depths decks
2019-10-27,Dark Depths decks
2019-10-27,Dark Depths decks
2019-10-27,Death & Taxes decks
2019-10-27,Death & Taxes decks
2019-10-27,Delver (Other) decks
2019-10-27,Dragon Stompy decks
2019-10-27,Eldrazi Aggro decks
2019-10-27,Eldrazi Aggro decks
2019-10-27,Eldrazi Aggro decks
2019-10-27,Elves decks
2019-10-27,Elves decks
2019-10-27,Fires of Invention decks
2019-10-27,Fires of Invention decks
2019-10-27,Fires of Invention decks
2019-10-27,Grixis Control decks
2019-10-27,Grixis Delver decks
2019-10-27,Humans decks
2019-10-27,Humans decks
2019-10-27,Infect decks
2019-10-27,Infect decks
2019-10-27,Jund decks
2019-10-27,Jund decks
2019-10-27,Maverick decks
2019-10-27,Painter decks
2019-10-27,Rakdos Aggro decks
2019-10-27,Reanimator decks
2019-10-27,Reanimator decks
2019-10-27,Red Deck Wins decks
2019-10-27,Show and Tell decks
2019-10-27,Show and Tell decks
2019-10-27,Simic Aggro decks
2019-10-27,Slivers decks
2019-10-27,Stoneblade decks
2019-10-27,Stoneblade decks
2019-10-27,Stoneblade decks
2019-10-27,Storm decks
2019-10-27,Storm decks
2019-10-27,Storm decks
2019-10-27,Storm decks
2019-10-27,Sultai Control decks
2019-10-27,Sultai Control decks
2019-10-27,Sultai Control decks
2019-10-27,Sultai Control decks
2019-10-27,Sultai Control decks
2019-10-27,Sultai Control decks
2019-10-27,Sultai Control decks
2019-10-27,UR Delver decks
2019-10-27,UR Delver decks
2019-10-27,Urza decks
2019-10-27,Urza decks
2019-10-27,Urza decks
2019-10-27,UW Control decks
2019-10-27,UWx Control decks
2019-10-27,UWx Control decks
2019-10-27,UWx Control decks
2019-10-27,Valakut decks
2019-10-28,Bant Control decks
2019-10-28,Canadian Threshold decks
2019-10-28,Canadian Threshold decks
2019-10-28,Dark Depths decks
2019-10-28,Fires of Invention decks
2019-10-28,Fires of Invention decks
2019-10-28,Grixis Control decks
2019-10-28,Izzet Control decks
2019-10-28,Jund Aggro decks
2019-10-28,Selesnya Aggro decks
2019-10-28,Show and Tell decks
2019-10-28,Simic Aggro decks
2019-10-28,Storm decks
2019-10-28,Storm decks
2019-10-28,Storm decks
2019-10-28,Sultai Control decks
2019-10-29,Canadian Threshold decks
2019-10-30,Amulet Titan decks
2019-10-30,Bant Aggro decks
2019-10-30,Dredge decks
2019-10-30,Dredge decks
2019-10-30,Eldrazi Aggro decks
2019-10-30,Elemental decks
2019-10-30,Red Deck Wins decks
2019-10-30,Urza decks
2019-10-31,Adventure decks
2019-10-31,Adventure decks
2019-10-31,Jund Aggro decks
2019-10-31,Mardu Aggro decks
2019-10-31,Red Deck Wins decks
2019-10-31,Simic Aggro decks
2019-10-31,Sultai Control decks
2019-10-31,Temur Control decks
2019-11-01,Adventure decks
2019-11-01,Affinity decks
2019-11-01,Creatures Toolbox decks
2019-11-01,Dredge decks
2019-11-01,Eldrazi Aggro decks
2019-11-01,Gruul Utopia decks
2019-11-01,Gruul Utopia decks
2019-11-01,Hardened Scales decks
2019-11-01,Hatebear decks
2019-11-01,Hatebear decks
2019-11-01,Hatebear decks
2019-11-01,Humans decks
2019-11-01,Izzet Control decks
2019-11-01,Rakdos Aggro decks
2019-11-01,Red Deck Wins decks
2019-11-01,Red Deck Wins decks
2019-11-01,Red Deck Wins decks
2019-11-01,Sultai Aggro decks
2019-11-01,Sultai Control decks
2019-11-01,Sultai Control decks
2019-11-01,Sultai Control decks
2019-11-01,Temur Control decks
2019-11-01,Urza decks
2019-11-01,UW Control decks
2019-11-02,4/5C Control decks
2019-11-02,4/5c Good Stuff decks
2019-11-02,Adventure decks
2019-11-02,Adventure decks
2019-11-02,Adventure decks
2019-11-02,Adventure decks
2019-11-02,Adventure decks
2019-11-02,Affinity decks
2019-11-02,Aluren decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Amulet Titan decks
2019-11-02,Bant Aggro decks
2019-11-02,Bant Aggro decks
2019-11-02,Bant Aggro decks
2019-11-02,Bant Control decks
2019-11-02,BUG Control decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Canadian Threshold decks
2019-11-02,Cloudpost Ramp decks
2019-11-02,CopyCat decks
2019-11-02,Creatures Toolbox decks
2019-11-02,Creatures Toolbox decks
2019-11-02,Creatures Toolbox decks
2019-11-02,Creatures Toolbox decks
2019-11-02,Creatures Toolbox decks
2019-11-02,Dark Depths decks
2019-11-02,Dark Depths decks
2019-11-02,Dark Depths decks
2019-11-02,Dark Depths decks
2019-11-02,Death's Shadow decks
2019-11-02,Death's Shadow decks
2019-11-02,Death's Shadow decks
2019-11-02,Death's Shadow decks
2019-11-02,Death's Shadow decks
2019-11-02,Death's Shadow decks
2019-11-02,Death & Taxes decks
2019-11-02,Delver (Other) decks
2019-11-02,Delver (Other) decks
2019-11-02,Dragon Stompy decks
2019-11-02,Dredge decks
2019-11-02,Dredge decks
2019-11-02,Eldrazi Aggro decks
2019-11-02,Eldrazi Aggro decks
2019-11-02,Eldrazi Aggro decks
2019-11-02,Eldrazi Aggro decks
2019-11-02,Eldrazi Aggro decks
2019-11-02,Eldrazi Aggro decks
2019-11-02,Esper Control decks
2019-11-02,Esper Control decks
2019-11-02,Fires of Invention decks
2019-11-02,Fires of Invention decks
2019-11-02,Fires of Invention decks
2019-11-02,Fires of Invention decks
2019-11-02,Food Griffin decks
2019-11-02,Goblins decks
2019-11-02,Grixis Control decks
2019-11-02,Gruul Aggro decks
2019-11-02,Humans decks
2019-11-02,Infect decks
2019-11-02,Jund decks
2019-11-02,Jund decks
2019-11-02,Mardu Midrange decks
2019-11-02,Merfolk decks
2019-11-02,Mono Black Aggro decks
2019-11-02,Niv-Mizzet Reborn decks
2019-11-02,Other - Combo decks
2019-11-02,Rakdos Aggro decks
2019-11-02,Red Deck Wins decks
2019-11-02,Red Deck Wins decks
2019-11-02,Red Deck Wins decks
2019-11-02,Show and Tell decks
2019-11-02,Simic Aggro decks
2019-11-02,Simic Aggro decks
2019-11-02,Simic Aggro decks
2019-11-02,Simic Aggro decks
2019-11-02,Simic Aggro decks
2019-11-02,Simic Aggro decks
2019-11-02,Simic Aggro decks
2019-11-02,Simic Control decks
2019-11-02,Stoneblade decks
2019-11-02,Stoneblade decks
2019-11-02,Storm decks
2019-11-02,Storm decks
2019-11-02,Storm decks
2019-11-02,Storm decks
2019-11-02,Sultai Aggro decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Sultai Control decks
2019-11-02,Temur Control decks
2019-11-02,Temur Control decks
2019-11-02,Temur Control decks
2019-11-02,Temur Control decks
2019-11-02,The Rock decks
2019-11-02,The Rock decks
2019-11-02,UR Delver decks
2019-11-02,UR Delver decks
2019-11-02,UR Delver decks
2019-11-02,UR Storm decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,Urza decks
2019-11-02,UrzaTron decks
2019-11-02,UrzaTron decks
2019-11-02,UW Control decks
2019-11-02,UW Control decks
2019-11-02,UW Control decks
2019-11-02,UWx Control decks
2019-11-02,UWx Control decks
2019-11-02,UWx Midrange decks
2019-11-02,UWx Midrange decks
2019-11-02,UWx Midrange decks
2019-11-02,UWx Midrange decks
2019-11-02,UWx Midrange decks
2019-11-02,Zoo decks
2019-11-03,Adventure decks
2019-11-03,Adventure decks
2019-11-03,Amulet Titan decks
2019-11-03,Amulet Titan decks
2019-11-03,Amulet Titan decks
2019-11-03,Bant Aggro decks
2019-11-03,Bant Control decks
2019-11-03,Bant Control decks
2019-11-03,Bant Control decks
2019-11-03,Bant Control decks
2019-11-03,Cloudpost Ramp decks
2019-11-03,Creatures Toolbox decks
2019-11-03,Death's Shadow decks
2019-11-03,Death's Shadow decks
2019-11-03,Death's Shadow decks
2019-11-03,Death's Shadow decks
2019-11-03,Dredge decks
2019-11-03,Eldrazi Aggro decks
2019-11-03,Eldrazi Aggro decks
2019-11-03,Eldrazi Aggro decks
2019-11-03,Eldrazi Aggro decks
2019-11-03,Eldrazi Aggro decks
2019-11-03,Esper Control decks
2019-11-03,Esper Control decks
2019-11-03,Fires of Invention decks
2019-11-03,Grixis Delver decks
2019-11-03,Humans decks
2019-11-03,Humans decks
2019-11-03,Infect decks
2019-11-03,Infect decks
2019-11-03,Jeskai Planeswalker decks
2019-11-03,Jund decks
2019-11-03,Jund decks
2019-11-03,Mardu Midrange decks
2019-11-03,Mono Black Aggro decks
2019-11-03,Niv-Mizzet Reborn decks
2019-11-03,Orzhov Control decks
2019-11-03,Red Deck Wins decks
2019-11-03,Red Deck Wins decks
2019-11-03,Red Deck Wins decks
2019-11-03,Red Deck Wins decks
2019-11-03,Red Deck Wins decks
2019-11-03,Red Deck Wins decks
2019-11-03,Red Deck Wins decks
2019-11-03,Scapeshift decks
2019-11-03,Show and Tell decks
2019-11-03,Simic Aggro decks
2019-11-03,Simic Aggro decks
2019-11-03,Simic Aggro decks
2019-11-03,Sultai Aggro decks
2019-11-03,Sultai Control decks
2019-11-03,Sultai Control decks
2019-11-03,Sultai Control decks
2019-11-03,Sultai Control decks
2019-11-03,Sultai Control decks
2019-11-03,Sultai Control decks
2019-11-03,Sultai Control decks
2019-11-03,Temur Aggro decks
2019-11-03,UB Mill decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,Urza decks
2019-11-03,UrzaTron decks
2019-11-03,UrzaTron decks
2019-11-03,UrzaTron decks
2019-11-03,UW Control decks
2019-11-03,UWx Control decks
2019-11-03,UWx Midrange decks
2019-11-03,UWx Midrange decks
2019-11-03,UWx Midrange decks
2019-11-03,Valakut decks
2019-11-03,Valakut decks
2019-11-03,Weenie White  decks
2019-11-04,4/5C Control decks
2019-11-04,Adventure decks
2019-11-04,Bant Control decks
2019-11-04,Bant Control decks
2019-11-04,Bant Control decks
2019-11-04,Bant Control decks
2019-11-04,Boros Aggro decks
2019-11-04,BUG Control decks
2019-11-04,Burn decks
2019-11-04,Canadian Threshold decks
2019-11-04,Canadian Threshold decks
2019-11-04,Canadian Threshold decks
2019-11-04,Canadian Threshold decks
2019-11-04,Dark Depths decks
2019-11-04,Dark Depths decks
2019-11-04,Delver (Other) decks
2019-11-04,Dragon Stompy decks
2019-11-04,Dragon Stompy decks
2019-11-04,Dredge decks
2019-11-04,Esper Control decks
2019-11-04,Fires of Invention decks
2019-11-04,Fires of Invention decks
2019-11-04,Grixis Control decks
2019-11-04,Jund decks
2019-11-04,Jund decks
2019-11-04,Other - Combo decks
2019-11-04,Rakdos Aggro decks
2019-11-04,Rakdos Aggro decks
2019-11-04,Rakdos Aggro decks
2019-11-04,Show and Tell decks
2019-11-04,Simic Aggro decks
2019-11-04,Simic Aggro decks
2019-11-04,Sultai Control decks
2019-11-04,Sultai Control decks
2019-11-04,Sultai Control decks
2019-11-04,Sultai Control decks
2019-11-04,Sultai Control decks
2019-11-04,Temur Control decks
2019-11-04,UR Delver decks
2019-11-04,UW Control decks
2019-11-05,Canadian Threshold decks
2019-11-05,Death's Shadow decks
2019-11-05,Dredge decks
2019-11-05,Dredge decks
2019-11-05,Elves decks
2019-11-05,Goblins decks
2019-11-05,Goblins decks
2019-11-05,Gruul Utopia decks
2019-11-05,Humans decks
2019-11-05,Infect decks
2019-11-05,Jeskai Planeswalker decks
2019-11-05,Red Deck Wins decks
2019-11-05,Red Deck Wins decks
2019-11-05,Sultai Control decks
2019-11-05,UR Control decks
2019-11-05,UR Delver decks
2019-11-05,UWx Midrange decks
2019-11-07,Adventure decks
2019-11-07,Adventure decks
2019-11-07,Bant Control decks
2019-11-07,Bant Control decks
2019-11-07,Esper Control decks
2019-11-07,Fires of Invention decks
2019-11-07,Jund decks
2019-11-07,Orzhov Control decks
2019-11-07,Other - Aggro decks
2019-11-07,Rakdos Aggro decks
2019-11-07,Simic Aggro decks
2019-11-07,Temur Control decks
2019-11-08,Amulet Titan decks
2019-11-08,Bant Aggro decks
2019-11-08,Bant Control decks
2019-11-08,Bant Control decks
2019-11-08,Bant Control decks
2019-11-08,Creatures Toolbox decks
2019-11-08,Creatures Toolbox decks
2019-11-08,Death's Shadow decks
2019-11-08,Death's Shadow decks
2019-11-08,Death's Shadow decks
2019-11-08,Dredge decks
2019-11-08,Eldrazi Aggro decks
2019-11-08,Golgari Aggro decks
2019-11-08,Golgari Aggro decks
2019-11-08,Gruul Aggro decks
2019-11-08,Humans decks
2019-11-08,Jund decks
2019-11-08,Living End decks
2019-11-08,Red Deck Wins decks
2019-11-08,Red Deck Wins decks
2019-11-08,Red Deck Wins decks
2019-11-08,Selesnya Aggro decks
2019-11-08,Selesnya Aggro decks
2019-11-08,Selesnya Aggro decks
2019-11-08,Simic Aggro decks
2019-11-08,Simic Aggro decks
2019-11-08,Simic Aggro decks
2019-11-08,Simic Aggro decks
2019-11-08,Simic Control decks
2019-11-08,Simic Control decks
2019-11-08,Simic Control decks
2019-11-08,Simic Control decks
2019-11-08,Simic Control decks
2019-11-08,Simic Control decks
2019-11-08,Simic Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Sultai Control decks
2019-11-08,Temur Control decks
2019-11-08,Temur Control decks
2019-11-08,Valakut decks
2019-11-09,Affinity decks
2019-11-09,Affinity decks
2019-11-09,Amulet Titan decks
2019-11-09,Amulet Titan decks
2019-11-09,Amulet Titan decks
2019-11-09,Amulet Titan decks
2019-11-09,Amulet Titan decks
2019-11-09,Amulet Titan decks
2019-11-09,Balance decks
2019-11-09,Bomberman decks
2019-11-09,Burn decks
2019-11-09,Canadian Threshold decks
2019-11-09,Canadian Threshold decks
2019-11-09,Canadian Threshold decks
2019-11-09,Canadian Threshold decks
2019-11-09,CopyCat decks
2019-11-09,Creatures Toolbox decks
2019-11-09,Creatures Toolbox decks
2019-11-09,Creatures Toolbox decks
2019-11-09,Dark Depths decks
2019-11-09,Dark Depths decks
2019-11-09,Death's Shadow decks
2019-11-09,Death's Shadow decks
2019-11-09,Death's Shadow decks
2019-11-09,Death's Shadow decks
2019-11-09,Death's Shadow decks
2019-11-09,Death's Shadow decks
2019-11-09,Death's Shadow decks
2019-11-09,Delver (Other) decks
2019-11-09,Delver (Other) decks
2019-11-09,Dragon Stompy decks
2019-11-09,Dragon Stompy decks
2019-11-09,Dragon Stompy decks
2019-11-09,Dredge decks
2019-11-09,Dredge decks
2019-11-09,Dredge decks
2019-11-09,Dredge decks
2019-11-09,Dredge decks
2019-11-09,Eldrazi Aggro decks
2019-11-09,Eldrazi Aggro decks
2019-11-09,Eldrazi Aggro decks
2019-11-09,Eldrazi Aggro decks
2019-11-09,Eldrazi Aggro decks
2019-11-09,Eldrazi Aggro decks
2019-11-09,Elemental decks
2019-11-09,Elves decks
2019-11-09,Elves decks
2019-11-09,Elves decks
2019-11-09,Fires of Invention decks
2019-11-09,Fires of Invention decks
2019-11-09,Goblins decks
2019-11-09,Gruul Utopia decks
2019-11-09,Hardened Scales decks
2019-11-09,Hogaak decks
2019-11-09,Humans decks
2019-11-09,Humans decks
2019-11-09,Infect decks
2019-11-09,Infect decks
2019-11-09,Jund decks
2019-11-09,Lands decks
2019-11-09,Loam decks
2019-11-09,Martyr Life decks
2019-11-09,Maverick decks
2019-11-09,Merfolk decks
2019-11-09,Mono Red Control decks
2019-11-09,Mono Red Control decks
2019-11-09,Mono Red Control decks
2019-11-09,Painter decks
2019-11-09,Rakdos Aggro decks
2019-11-09,Rakdos Aggro decks
2019-11-09,Red Deck Wins decks
2019-11-09,Red Deck Wins decks
2019-11-09,Red Deck Wins decks
2019-11-09,Red Deck Wins decks
2019-11-09,Red Deck Wins decks
2019-11-09,Red Deck Wins decks
2019-11-09,Red Deck Wins decks
2019-11-09,Red Deck Wins decks
2019-11-09,Show and Tell decks
2019-11-09,Show and Tell decks
2019-11-09,Show and Tell decks
2019-11-09,Simic Aggro decks
2019-11-09,Simic Aggro decks
2019-11-09,Spirit Aggro decks
2019-11-09,Spirit Aggro decks
2019-11-09,Stoneblade decks
2019-11-09,Storm decks
2019-11-09,Storm decks
2019-11-09,Storm decks
2019-11-09,Sultai Control decks
2019-11-09,Sultai Control decks
2019-11-09,Sultai Control decks
2019-11-09,Sultai Control decks
2019-11-09,The Rock decks
2019-11-09,UR Aggro decks
2019-11-09,UR Control decks
2019-11-09,UR Delver decks
2019-11-09,UR Storm decks
2019-11-09,Urza decks
2019-11-09,Urza decks
2019-11-09,Urza decks
2019-11-09,Urza decks
2019-11-09,Urza decks
2019-11-09,Urza decks
2019-11-09,Urza decks
2019-11-09,UrzaTron decks
2019-11-09,UrzaTron decks
2019-11-09,UrzaTron decks
2019-11-09,UrzaTron decks
2019-11-09,UrzaTron decks
2019-11-09,UrzaTron decks
2019-11-09,UW Control decks
2019-11-09,UW Control decks
2019-11-09,UW Control decks
2019-11-09,UW Control decks
2019-11-09,UW Control decks
2019-11-09,UWx Midrange decks
2019-11-09,UWx Midrange decks
2019-11-09,Valakut decks
2019-11-09,Valakut decks
2019-11-10,Abzan Midrange decks
2019-11-10,Adventure decks
2019-11-10,Bant Control decks
2019-11-10,Bant Control decks
2019-11-10,Bant Control decks
2019-11-10,Bant Control decks
2019-11-10,Boros Aggro decks
2019-11-10,BUG Control decks
2019-11-10,Canadian Threshold decks
2019-11-10,Creatures Toolbox decks
2019-11-10,Creatures Toolbox decks
2019-11-10,Dark Depths decks
2019-11-10,Death's Shadow decks
2019-11-10,Death's Shadow decks
2019-11-10,Death & Taxes decks
2019-11-10,Dredge decks
2019-11-10,Eldrazi Aggro decks
2019-11-10,Eldrazi Aggro decks
2019-11-10,Eldrazi Aggro decks
2019-11-10,Esper Control decks
2019-11-10,Fires of Invention decks
2019-11-10,Fires of Invention decks
2019-11-10,Fires of Invention decks
2019-11-10,Fires of Invention decks
2019-11-10,Fires of Invention decks
2019-11-10,Fires of Invention decks
2019-11-10,Golgari Control decks
2019-11-10,Gruul Aggro decks
2019-11-10,Hogaak decks
2019-11-10,Humans decks
2019-11-10,Infect decks
2019-11-10,Infect decks
2019-11-10,Lands decks
2019-11-10,Living End decks
2019-11-10,Maverick decks
2019-11-10,Merfolk decks
2019-11-10,MUD decks
2019-11-10,Niv-Mizzet Reborn decks
2019-11-10,Other - Control decks
2019-11-10,Rakdos Aggro decks
2019-11-10,Rakdos Aggro decks
2019-11-10,Rakdos Aggro decks
2019-11-10,Reanimator decks
2019-11-10,Reanimator decks
2019-11-10,Reanimator decks
2019-11-10,Red Deck Wins decks
2019-11-10,Red Deck Wins decks
2019-11-10,Red Deck Wins decks
2019-11-10,Show and Tell decks
2019-11-10,Simic Aggro decks
